Replicate Name,Protein Name,Precursor Ion Name,Precursor Mz,Product Mz,Retention Time,Area,Background,Start Time,End Time,Height
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,2105,20,2.9,3.02,1361
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,3201,100,2.87,3.02,2132
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,1663,68,2.89,3.11,1004
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.93,2319,13,2.83,3.02,1009
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,1717,43,2.86,3.02,861
180212_Smp_L1C33DCM_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,1662,38,2.91,3.02,847
180212_Smp_L1C33DCM_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,2431,31,2.88,3.02,1346
180212_Smp_L1C33DCM_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,2793,79,2.89,3.09,1164
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,3,725,31,2.92,3.07,273
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,1064,42,2.9,3.04,540
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,3317,37,2.86,3.02,1859
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1235,26,2.89,3.05,553
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,1881,26,2.89,3.04,851
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,1460,33,2.9,3.06,919
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,1811,42,2.89,3.04,937
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1797,11,2.87,3.06,795
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1477,40,2.86,3.06,793
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1966,52,2.88,3.06,1243
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,2675,21,2.87,3.02,1027
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.97,1163,56,2.87,3.03,476
180212_Smp_L2C2DCM_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,1585,53,2.86,3.02,902
180212_Smp_L2C2DCM_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1910,14,2.9,3.07,838
180212_Smp_L2C2DCM_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,2465,33,2.88,3.04,1474
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.94,960,34,2.86,3,520
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.93,1049,33,2.87,3.03,500
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,1307,0,2.88,3.02,536
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.97,708,40,2.9,3.02,392
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.95,2017,14,2.9,3.02,955
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Malonyl CoA,852.1053,408.0135,2.96,537,58,2.87,3.04,286
180212_Std_4uMhilicMix4_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.79,8158231,43891,3.75,3.86,4003059
180212_Std_4uMhilicMix4_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.82,13728504,100152,3.77,3.88,7139667
180212_Blk_MQBlk_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.82,3476,291,3.79,3.89,1372
180212_Blk_MQBlk_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.8,11,0,3.79,3.83,7
180212_Blk_MQBlk_3,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.81,102,19,3.76,3.85,61
180212_Blk_SWBlk_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.78,378,0,3.75,3.83,357
180212_Blk_SWBlk_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.78,283,6,3.73,3.84,235
180212_Blk_SWBlk_3,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.82,207,5,3.78,3.89,165
180212_Poo_TruePoo_Full1,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,23765,47,3.82,3.93,8884
180212_Poo_TruePoo_Full2,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.84,11292,181,3.81,3.93,3986
180212_Poo_TruePoo_Full3,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,19072,218,3.8,3.93,8106
180212_Poo_TruePoo_Half1,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,17170,126,3.81,3.95,6589
180212_Poo_TruePoo_Half2,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,16465,54,3.78,3.93,6255
180212_Poo_TruePoo_Half3,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,16504,39,3.82,3.93,6477
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,9121,83,3.82,3.91,5373
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,7633,0,3.78,3.95,3315
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,9134,107,3.82,3.95,4727
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,6539,42,3.81,3.93,2728
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,9951,17,3.82,3.92,4401
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,12866,45,3.82,3.95,5305
180212_Smp_L1C33DCM_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,8292,26,3.79,3.92,3224
180212_Smp_L1C33DCM_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,9927,195,3.82,3.93,4527
180212_Smp_L1C33DCM_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,4829,0,3.8,3.93,1810
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.87,7720,0,3.84,4.03,2146
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,11063,10,3.77,3.98,5271
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,6327,57,3.79,3.95,2310
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,3797,34,3.82,3.95,1923
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,6194,10,3.78,3.94,2374
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,7270,109,3.78,3.95,3361
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,9835,0,3.77,3.95,4082
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,8159,592,3.79,3.93,4046
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,6794,4,3.81,3.93,3217
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,9427,298,3.78,3.95,4766
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,6497,0,3.79,3.96,2164
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,6587,71,3.78,3.93,2045
180212_Smp_L2C2DCM_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,3139,76,3.8,3.91,1408
180212_Smp_L2C2DCM_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,8759,39,3.8,3.91,3863
180212_Smp_L2C2DCM_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.87,9239,68,3.82,3.9,4456
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,1744,78,3.8,3.9,835
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,6428,0,3.77,3.95,2539
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,7304,60,3.82,3.96,2139
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,1567,71,3.81,3.91,880
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.86,5899,0,3.82,3.91,3449
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,822.1345,3.85,6087,75,3.82,3.95,2338
180212_Std_4uMhilicMix4_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.79,3526387,51485,3.75,3.86,1667039
180212_Std_4uMhilicMix4_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.82,6291952,105697,3.77,3.88,3405936
180212_Blk_MQBlk_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.83,774,0,3.79,3.89,280
180212_Blk_MQBlk_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.83,9,16,3.79,3.83,7
180212_Blk_MQBlk_3,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.8,8,0,3.76,3.85,6
180212_Blk_SWBlk_1,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.78,3,13,3.75,3.83,5
180212_Blk_SWBlk_2,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.77,69,0,3.73,3.84,18
180212_Blk_SWBlk_3,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.8,29,0,3.78,3.89,7
180212_Poo_TruePoo_Full1,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,9331,0,3.82,3.93,3371
180212_Poo_TruePoo_Full2,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,6150,5,3.81,3.93,3210
180212_Poo_TruePoo_Full3,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,9115,13,3.8,3.93,4833
180212_Poo_TruePoo_Half1,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,6851,39,3.81,3.95,2192
180212_Poo_TruePoo_Half2,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,5699,4,3.78,3.93,3016
180212_Poo_TruePoo_Half3,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,5361,40,3.82,3.93,1980
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.84,3130,66,3.82,3.91,1504
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,3540,35,3.78,3.95,1376
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,3669,0,3.82,3.95,1815
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,4939,95,3.81,3.93,1713
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,4960,23,3.82,3.92,2389
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,6595,4,3.82,3.95,3500
180212_Smp_L1C33DCM_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,1230,29,3.79,3.92,582
180212_Smp_L1C33DCM_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,7720,26,3.82,3.93,3536
180212_Smp_L1C33DCM_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,2730,79,3.8,3.93,1307
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.93,2561,0,3.84,4.03,729
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,4611,0,3.77,3.98,2777
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,2406,101,3.79,3.95,1217
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,620,67,3.82,3.95,326
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,2473,99,3.78,3.94,1605
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,1359,4,3.78,3.95,523
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,2414,27,3.77,3.95,1544
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,5286,69,3.79,3.93,2516
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,2789,54,3.81,3.93,1491
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,4310,18,3.78,3.95,1803
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,2706,8,3.79,3.96,1227
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,2999,90,3.78,3.93,1448
180212_Smp_L2C2DCM_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,1037,28,3.8,3.91,708
180212_Smp_L2C2DCM_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.85,1986,40,3.8,3.91,825
180212_Smp_L2C2DCM_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,4515,69,3.82,3.9,2960
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.84,979,77,3.8,3.9,552
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.9,1232,0,3.77,3.95,327
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.86,803,0,3.82,3.96,388
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,2293,71,3.81,3.91,1022
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,1125,53,3.82,3.91,532
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Methyl Malonyl CoA,866.1109,407.964,3.87,3154,12,3.82,3.95,1553
180212_Std_4uMhilicMix4_1,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.12,4113774,303,7.05,7.3,1329191
180212_Std_4uMhilicMix4_2,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,4998207,64551,7.1,7.29,1486946
180212_Blk_MQBlk_1,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.17,579,2,7.12,7.19,487
180212_Blk_MQBlk_2,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.13,8,0,7.11,7.14,9
180212_Blk_MQBlk_3,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,5,0,7.12,7.16,6
180212_Blk_SWBlk_1,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,67,0,7.13,7.16,188
180212_Blk_SWBlk_2,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.11,8,0,7.11,7.14,15
180212_Blk_SWBlk_3,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,22,0,7.1,7.16,17
180212_Poo_TruePoo_Full1,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.13,7191,781,7.11,7.22,2600
180212_Poo_TruePoo_Full2,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,6915,18,7.11,7.21,2960
180212_Poo_TruePoo_Full3,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,8873,129,7.09,7.28,3048
180212_Poo_TruePoo_Half1,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,5779,31,7.09,7.27,3074
180212_Poo_TruePoo_Half2,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,4386,59,7.09,7.26,1901
180212_Poo_TruePoo_Half3,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,4565,86,7.09,7.26,1845
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,11491,76,7.1,7.22,5630
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,9017,0,7.1,7.23,3629
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,9236,6,7.1,7.23,3403
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.13,8394,63,7.1,7.22,3067
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,9802,45,7.1,7.23,4060
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,14515,85,7.1,7.25,5582
180212_Smp_L1C33DCM_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,7208,24,7.1,7.21,2801
180212_Smp_L1C33DCM_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,8266,24,7.09,7.26,3521
180212_Smp_L1C33DCM_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,5963,67,7.1,7.27,2479
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.18,1354,9,7.13,7.19,934
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.13,5167,42,7.1,7.19,2325
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,6066,58,7.08,7.24,2853
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,4346,7,7.1,7.21,1499
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,3517,0,7.09,7.23,2743
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,2982,12,7.07,7.24,1967
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,5317,0,7.07,7.23,2200
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,5286,111,7.08,7.26,2662
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,3489,23,7.1,7.24,2027
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,8402,113,7.11,7.28,3017
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.13,6391,0,7.09,7.25,2270
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,7414,58,7.08,7.28,3647
180212_Smp_L2C2DCM_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,3386,29,7.07,7.24,1164
180212_Smp_L2C2DCM_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,4467,0,7.07,7.26,2316
180212_Smp_L2C2DCM_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,2835,40,7.09,7.24,1130
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,2147,0,7.07,7.24,966
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,4000,0,7.08,7.23,2293
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.14,3454,23,7.06,7.23,2222
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,2544,67,7.1,7.24,1513
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.16,2229,41,7.08,7.21,1546
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Propionyl CoA,822.277,475.1986,7.15,2458,4,7.1,7.25,1241
180212_Std_4uMhilicMix4_1,Co-enzyme A,Propionyl CoA,822.277,408.113,7.12,6254644,2449,7.05,7.3,2032387
180212_Std_4uMhilicMix4_2,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,7330038,79204,7.1,7.29,2160036
180212_Blk_MQBlk_1,Co-enzyme A,Propionyl CoA,822.277,408.113,7.17,417,6,7.12,7.19,300
180212_Blk_MQBlk_2,Co-enzyme A,Propionyl CoA,822.277,408.113,7.11,9,0,7.11,7.14,16
180212_Blk_MQBlk_3,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,15,1,7.12,7.16,18
180212_Blk_SWBlk_1,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,36,0,7.13,7.16,81
180212_Blk_SWBlk_2,Co-enzyme A,Propionyl CoA,822.277,408.113,7.13,15,0,7.11,7.14,12
180212_Blk_SWBlk_3,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,6,11,7.1,7.16,8
180212_Poo_TruePoo_Full1,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,13557,40,7.11,7.22,4819
180212_Poo_TruePoo_Full2,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,9017,37,7.11,7.21,3577
180212_Poo_TruePoo_Full3,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,11627,12,7.09,7.28,2821
180212_Poo_TruePoo_Half1,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,6858,0,7.09,7.27,2870
180212_Poo_TruePoo_Half2,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,7201,0,7.09,7.26,3350
180212_Poo_TruePoo_Half3,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,6650,101,7.09,7.26,3543
180212_Smp_L1C32DCMless10m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,19435,120,7.1,7.22,8153
180212_Smp_L1C32DCMless10m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,12933,46,7.1,7.23,5005
180212_Smp_L1C32DCMless10m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,13812,6,7.1,7.23,6221
180212_Smp_L1C32DCMless20m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,13231,89,7.1,7.22,5815
180212_Smp_L1C32DCMless20m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,15480,0,7.1,7.23,5409
180212_Smp_L1C32DCMless20m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,21630,0,7.1,7.25,7422
180212_Smp_L1C33DCM_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,9515,81,7.1,7.21,3836
180212_Smp_L1C33DCM_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,11580,26,7.09,7.26,5037
180212_Smp_L1C33DCM_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,9546,117,7.1,7.27,4622
180212_Smp_L1C33DCMplus10m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.17,726,1,7.13,7.19,549
180212_Smp_L1C33DCMplus10m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,5347,51,7.1,7.19,2790
180212_Smp_L1C33DCMplus10m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,10467,1,7.08,7.24,5723
180212_Smp_L1C33DCMplus20m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,5033,35,7.1,7.21,2214
180212_Smp_L1C33DCMplus20m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,5489,41,7.09,7.23,2544
180212_Smp_L1C33DCMplus20m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,5000,0,7.07,7.24,2382
180212_Smp_L2C1DCMless10m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,9137,6,7.07,7.23,3542
180212_Smp_L2C1DCMless10m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,11547,56,7.08,7.26,4531
180212_Smp_L2C1DCMless10m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,6872,57,7.1,7.24,4238
180212_Smp_L2C1DCMless20m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,8667,65,7.11,7.28,4187
180212_Smp_L2C1DCMless20m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,14294,29,7.09,7.25,4745
180212_Smp_L2C1DCMless20m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,14373,33,7.08,7.28,6356
180212_Smp_L2C2DCM_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,5268,0,7.07,7.24,2256
180212_Smp_L2C2DCM_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,7102,28,7.07,7.26,2879
180212_Smp_L2C2DCM_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,7449,13,7.09,7.24,3255
180212_Smp_L2C2DCMplus10m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.13,5136,15,7.07,7.24,3233
180212_Smp_L2C2DCMplus10m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,6419,0,7.08,7.23,2607
180212_Smp_L2C2DCMplus10m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.16,3641,0,7.06,7.23,1667
180212_Smp_L2C2DCMplus20m_A,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,3144,9,7.1,7.24,1332
180212_Smp_L2C2DCMplus20m_B,Co-enzyme A,Propionyl CoA,822.277,408.113,7.14,5056,0,7.08,7.21,2693
180212_Smp_L2C2DCMplus20m_C,Co-enzyme A,Propionyl CoA,822.277,408.113,7.15,3707,36,7.1,7.25,1451
180212_Std_4uMhilicMix4_1,Co-enzyme A,Succinyl CoA,866.1105,339.0864,3.49,1214260,12088,3.45,3.57,532922
